state,district,mukim,gaznum,reserve,add,remove,gaz_year,gaz_month,gaz_day,gazeff_year,gazeff_month,gazeff_day,gaz_notes
Terengganu,Kemaman,Bandi,1303,Bandi,,60,2017,11,23,2016,8,10,Gazette Plan: PW 1022. 
Terengganu,Kemaman,Bandi,1302,Bandi,,118.3,2017,11,23,2016,3,2,Gazette Plan: PW 1020. 
Johor,Segamat,Bekok,4943,Labis,,125.6,2017,11,23,2017,11,23,Gazette Plan: PW 3345. PTD 1811
Terengganu,Hulu Terengganu,Hulu Terengganu,1310,Tembat,,379.9,2017,11,23,2017,2,1,Gazette Plan: PW 1026. 
Johor,Batu Pahat,Chaah Bahru,5141,Maokil Tambahan,,364.2,2017,12,7,2017,12,7,Gazette Plan: PW 50068. 
Johor,Kluang,Kluang,5317,Renggam,,43.92,2017,12,21,2017,12,21,Gazette Plan: PW 50073. 
Johor,Pontian ,Tanjung Kupang,264,Pendas,,396.592,2018,2,1,2018,2,1,Gazette Plan: G 9-38. 
Terengganu,Hulu Terengganu,Hulu Terengganu,269,Tembat,,18.399,2018,3,1,2017,1,25,Gazette Plan: PW 1025. 
Perak,Kinta,Sungai Raya,655,Bukit Kinta,,40.469,2018,3,1,2018,3,1,Gazette Plan: PW 4579. 
Pahang,Raub,Teras,437,Batu Talam Tambahan,60.71,,2018,3,15,2018,3,15,Gazette Plan: PW 5201. 
Pahang,Raub,Teras,438,Batu Talam Tambahan,404.9,,2018,3,15,2018,3,15,Gazette Plan: PW 5314. 
Pahang,Raub,Teras,440,Rotan Tunggal,,60.27,2018,3,15,2018,3,15,Gazette Plan: PW 5211. 
Pahang,Raub,Gali,439,Kelau,,404.7,2018,3,15,2018,3,15,Gazette Plan: PW 5313. 
Perak,"Larut, Matang, dan Selama",Bukit Gantang,796,Bukit Larut,,124.7,2018,3,29,2018,3,29,Gazette Plan: PW 1469. 
Perak,"Larut, Matang, dan Selama",Batu Kurau,797,Pondok Tanjung,,177.9,2018,3,29,2018,3,29,Gazette Plan: PW 1474. 
Perak,"Larut, Matang, dan Selama",Bukit Gantang,798,Bubu,,335.4,2018,3,29,2018,3,29,Gazette Plan: PW 1468. 
Perak,"Larut, Matang, dan Selama",Batu Kurau,799,Bintang Hijau,,3209,2018,3,29,2018,3,29,"Gazette Plan: PW 1470, 1471, 1472, 1473. "
Perak,Kuala Kangsar,Pulau Kamiri,1055,Piah,,7.92,2018,4,12,2018,4,12,Gazette Plan: PW 4628. 
Kedah,Sik,Sok,292,Bukit Saiong,,18.29,2018,4,12,2012,12,13,Gazette Plan: PW 50494. 
Terengganu,Kemaman,"Kertih, Kemasih",636,Bukit Palus,,60,2018,5,24,2016,8,10,Gazette Plan: PW 1042. 
Kedah,Sik,Jeneri,451,Gunung Ternas,,13.5476,2018,6,7,2016,1,6,Gazette Plan: PW 1261. 
Johor,Segamat,Bekok,2527,Labis,,83.81,2018,6,7,2018,6,7,Gazette Plan: PW 3342. 
Johor,Segamat,Bekok,2526,Labis,,210.27,2018,6,7,2018,6,7,Gazette Plan: PW 3341. 
Pahang,Rompin,Keratong,896,Sungai Pukin Tambahan,25.65,,2018,7,5,2018,7,5,Gazette Plan: PW 5325. 
Pahang,Rompin,Keratong,897,Bukit Ibam,,25.49,2018,7,5,2018,7,5,Gazette Plan: PA 282261. 
Perak,Batang Padang,Bidor,1822,Sungai Chikus,,143.673,2018,7,5,2018,7,5,Gazette Plan: PW 4600. 
Perak,Batang Padang,Chenderiang,1821,Bukit Tapah,,208.82,2018,7,5,2018,7,5,Gazette Plan: PW 2084. 
Pahang,Kuantan,Sungai Karang,1052,Balok Tambahan,60.79,,2018,7,19,2018,7,19,Gazette Plan: PW 5327. 
Perak,Manjung,Lumut,1831,Sungai Pinang,,16.187,2018,7,19,2018,7,19,Gazette Plan: PW 4376. 
Pahang,Rompin,Keratong,1053,Bukit Ibam,,60.54,2018,7,19,2018,7,19,Gazette Plan: PA 283408. 
Terengganu,Dungun,Hulu Paka,936,Jengai,,34.13,2018,8,16,2016,11,16,Gazette Plan: PW 1044. 
Pahang,Jerantut,Ulu Tembeling,1225,Gunung Aais Tambahan,57.54,,2018,8,30,2018,8,30,Gazette Plan: PW 5328. 
Perak,"Larut, Matang, dan Selama",Sungai Tinggi,2306,Bubu,,15.3147,2018,8,30,2018,8,30,"Gazette Plan: PW 4592, 4656m 4574m 4576, 4588, 4692. "
Pahang,Jerantut,Kuala Tembeling,1226,Som,,57.51,2018,8,30,2018,8,30,Gazette Plan: PA 271778. 
Selangor,Gombak,Rawang,3965,Rantau Panjang,,1.549,2018,10,25,2018,10,25,Gazette Plan: PW 1992. 
Perak,Kuala Kangsar,Lubok Merbau,3003,Bintang Hijau,,8.924,2018,10,25,2018,10,25,Gazette Plan: PW 4813. The exact same info is repeated in Gazette #2871 (2018)
Perak,Kuala Kangsar,Lubok Merbau,2871,Bintang Hijau,,8.924,2018,10,25,2018,10,25,Gazette Plan: PW 4813. The exact same info is repeated in Gazette #3003 (2018)
Perak,Kangsar,Senggang,3267,Bubu,,13.519,2018,11,8,2018,11,8,Gazette Plan: PW 4688. 
Perak,Hulu Perak,Kenering,3555,Papulut,,21.063,2018,12,20,2018,12,20,Gazette Plan: PW 4581. 
Terengganu,Setiu,Hulu Nerus,1431,Hulu Nerus,,191,2018,12,20,1972,8,17,Gazette Plan: PW 1049. 
Terengganu,Setiu,Hulu Nerus,1431,Hulu Nerus,,202.95,2018,12,20,1972,8,17,Gazette Plan: PW 1048. Excision of 405.9 across two reserves - Hulu Nerus and Hulu Setiu. I assigned half to each reserve.
Terengganu,Setiu,Hulu Setiu,1431,Hulu Setiu,,202.95,2018,12,20,1972,8,17,Gazette Plan: PW 1048. Excision of 405.9 across two reserves - Hulu Nerus and Hulu Setiu. I assigned half to each reserve.
Terengganu,Hulu Terengganu,Hulu Terengganu,1431,Petuang,,1855,2018,12,20,1972,8,17,Gazette Plan: PW 1047. 
Johor,Kota Tinggi,Ulu Sungai Johor,1,Kluang Tambahan,1900.8,,2019,1,3,2019,1,3,Gazette Plan: PW 50099. 
Kelantan,Gua Musang,Ulu Nenggiri,96,Gunong Chamah,16516.449,,2019,1,17,2017,4,12,"Gazette Plan: PW 965. PT 7731, PT 7732"
Pahang,Lipis,Batu Yon,200,Ulu Jelai Tambahan,108.6,,2019,2,14,2019,2,14,Gazette Plan: PW 5310. Reserve renamed from Hulu Jelai Tambahan to Ulu Jelai Tambahan (more recent spelling)
Pahang,Lipis,Hulu Jelai,201,Ulu Jelai Tambahan,,108.5,2019,2,14,2019,2,14,Gazette Plan: PA 270540. Reserve renamed from Hulu Jelai Tambahan to Ulu Jelai Tambahan (more recent spelling)
Terengganu,Dungun,Hulu Paka,537,Jengai,,54.98,2019,4,25,2016,9,28,Gazette Plan: PA 236998. 
Terengganu,Dungun,Hulu Paka,538,Jengai,,55.08,2019,4,25,2016,9,28,Gazette Plan: PA 238926. 
Pahang,Jerantut,Ulu Tembeling,664,Gunung Aais Tambahan,40.42,,2019,5,9,2019,5,9,Gazette Plan: PW 5346. 
Pahang,Raub,Semantan Ulu,666,Batu Talam,,17.84,2019,5,9,2019,5,9,Gazette Plan: PA 285650. 
Pahang,Rompin,Keratong,665,Bukit Ibam,,40.48,2019,5,9,2019,5,9,Gazette Plan: PA 284837. 
Negeri Sembilan,Jelebu,Triang Ilir,207,Pasoh,,243.83,2019,5,9,2019,5,9,Gazette Plan: PW 5616. 
Pahang,Raub,Teras,809,Batu Talam Tambahan,2.08,,2019,5,23,2019,5,23,Gazette Plan: PW 5312. 
Pahang,Raub,Hulu Dong,811,Hulu Dong,,1.027,2019,5,23,2019,5,23,Gazette Plan: PW 5311. Excision of 2.054 ha across two reserves - Hulu Dong and Lata Jarum. I assign half to each reserve.
Pahang,Raub,Hulu Dong,811,Lata Jarum,,1.027,2019,5,23,2019,5,23,Gazette Plan: PW 5311. Excision of 2.054 ha across two reserves - Hulu Dong and Lata Jarum. I assign half to each reserve.
Perak,Kuala Kangsar,Sayung ,820,Bubu,,101.7,2019,5,23,2019,5,23,Gazette Plan: PA 153148. 
Negeri Sembilan,Jelebu,Pertang,323,Triang,,40.47,2019,6,20,2019,6,20,Gazette Plan: PW 5640. 
Terengganu,Dungun,Hulu Paka,830,Jengai,,53.49,2019,7,4,2016,9,28,Gazette Plan: PW 1050. 
Pahang,Rompin,Keratong,1210,Bukit Ibam,,39.86,2019,7,18,2019,7,18,Gazette Plan: PA 287662. 
Pahang,Jerantut,Kuala Tembeling,1211,Som,,60.75,2019,7,18,2019,7,18,Gazette Plan: PA 287623. 
Perak,Kampar,Teja,1203,Bukit Kinta,,202.34,2019,7,18,2019,7,18,Gazette Plan: PW 4871. 
Pahang,Raub,Semantan Ulu,1309,Tersang,,166.3,2019,8,1,2019,8,1,Gazette Plan: PW 5323. 
Kelantan,Gua Musang,Ulu Nenggiri,1383,Berangkat,,1503.407,2019,8,15,2019,2,13,Gazette Plan: PW 1682. PT 7812
Perlis,Kuala Perlis,Kuala Perlis,65,Pulau Ketam (Perlis),12.87,,2019,8,29,2019,8,29,"Gazette Plan: PW 1503. I added ""Perlis"" to differentiate from the Selangor reserve"
Pahang,Raub,Batu Talam,1691,Tersang,,148.12,2019,9,26,2019,9,26,Gazette Plan: PW 5363. 
Johor,Kluang,Renggam,3953,Renggam,,63.5,2019,10,10,2019,10,10,Gazette Plan: PW 2660. 
Pahang,Lipis,Kechau,2035,Chuat Tambahan,101.21,,2019,10,24,2019,10,24,Gazette Plan: PW 5366. 
Pahang,Lipis,Kechau,2036,Chuat Tambahan,40.09,,2019,10,24,2019,10,24,Gazette Plan: PW 5369. 
Pahang,Lipis,Kechau,2034,Chuat Tambahan,41.315,,2019,10,24,2019,10,24,Gazette Plan: PW 5370. 
Perak,Kinta,Hulu Kinta,2039,Kledang Saiong,,18.62,2019,10,24,2019,10,24,Gazette Plan: PW 4866. 
Pahang,Lipis,Telang,2038,Tersang,,40.36,2019,10,24,2019,10,24,Gazette Plan: PA 287289. 
Pahang,Jerantut,Ulu Cheka,2037,Jerantut,,40.49,2019,10,24,2019,10,24,Gazette Plan: PA 287097. 
Pahang,Lipis,Telang,2039,Tersang,,101.2,2019,10,24,2019,10,24,Gazette Plan: PA 288203. 
Pahang,Lipis,Kechau,2311,Chuat Tambahan,35.486,,2019,11,7,2019,11,7,Gazette Plan: PW 5373. 
Pahang,Jerantut,Kuala Tembeling,2312,Som,,35.53,2019,11,7,2019,11,7,"Gazette Plan: PA 288184, PA 288192. "
Pahang,Lipis,Telang,2577,Tenggalan,2351.85,,2019,11,21,2019,11,21,Gazette Plan: PW 5353. 
Pahang,Kuantan,Kuala Kuantan,2578,Paya Laut Sungai Soi,11.23,,2019,11,21,2019,11,21,Gazette Plan: PW 5358. 
Pahang,Rompin,Keratong,2771,Lesung Tambahan,82.789,,2019,12,19,2019,12,19,Gazette Plan: PW 5371. 
Pahang,Rompin,Keratong,2772,Lesong,,81.99,2019,12,19,2019,12,19,Gazette Plan: PW 5375. 
Negeri Sembilan,Kuala Pilah,Langkap,767,Pelangai,,360,2019,12,19,2019,12,19,"Gazette Plan: PW 1360. Reserve renamed from Plangei to Pelangai, as Plangei is assumed to be a typo"
Perak,Manjung,Lumut,2,Lumut,,5.254,2020,1,2,2020,1,2,Gazette Plan: PW 4210. 
Pahang,Raub,Gali,258,Lakum Tambahan,224.264,,2020,1,30,2020,1,30,Gazette Plan: PW 5354. 
Pahang,Kuantan,Kuala Kuantan,260,Paya Laut Kuantan,,2.241,2020,1,30,2020,1,30,Gazette Plan: PW 5214. 
Pahang,Kuantan,Kuala Kuantan,262,Berkelah,,4.927,2020,1,30,2020,1,30,Gazette Plan: PW 5347. 
Pahang,Kuantan,Kuala Kuantan,261,Paya Laut Kuantan,,12.96,2020,1,30,2020,1,30,Gazette Plan: PW 5356. 
Pahang,Raub,Dong,259,Bukit Taching,,202.3,2020,1,30,2020,1,30,Gazette Plan: PW 5333. Reserve renamed from Tacing to Taching (more recent spelling)
Pahang,Maran,Chenor,263,Jengka,,465.75,2020,1,30,2020,1,30,Gazette Plan: PW 5357. 
Pahang,Kuantan,Kuala Kuantan,487,Paya Laut Kuantan,,2.241,2020,2,13,2020,2,13,Gazette Plan: PW 5214. 
Pahang,Rompin,Keratong,488,Bukit Ibam,,80.89,2020,2,13,2020,2,13,Gazette Plan: PA 289493. 
Pahang,Lipis,Kechau,626,Chuat Tambahan,101.07,,2020,2,27,2020,2,27,Gazette Plan: PW 5381. 
Pahang,Rompin,Keratong,625,Pukin Tambahan,40.66,,2020,2,27,2020,2,27,Gazette Plan: PW 5414. 
Pahang,Rompin,Rompin,624,Lesung Tambahan,202.3,,2020,2,27,2020,2,27,Gazette Plan: PW 5415. 
Pahang,Jerantut,Kuala Tembeling,628,Som,,40.66,2020,2,27,2020,2,27,Gazette Plan: PA 290078. 
Pahang,Lipis,Telang,627,Tersang,,101.2,2020,2,27,2020,2,27,Gazette Plan: PA 288131. 
Pahang,Rompin,Keratong,630,Bukit Ibam,,192.7,2020,2,27,2020,2,27,Gazette Plan: PW 289295. 
Pahang,Rompin,Keratong,629,Bukit Ibam,,202.5,2020,2,27,2020,2,27,"Gazette Plan: PA 144307, PA 144308. "
Kelantan,Gua Musang,Ulu Nenggiri,414,Perias,,2731,2020,3,12,2019,8,28,"Gazette Plan: PW 398. PT 7841, PT 7841, PT7847, PT 342, PT 5"
Kelantan,Gua Musang,Ulu Nenggiri,415,Perias,,4284,2020,3,12,2019,12,18,"Gazette Plan: PW 398. PT 7853, PT 7, PT 8"
Pulau Pinang,Timur Laut,13,322,Pulau Jerejak,285.84,,2020,3,26,2020,3,26,
Pahang,Maran,Luit,899,Berkelah Tambahan,260.51,,2020,3,26,2020,3,26,Gazette Plan: PW 5413. 
Pahang,Maran,Luit,900,Berkelah,,260.51,2020,3,26,2020,3,26,Gazette Plan: PW 5409. 
Pahang,Maran,Luit,901,Berkelah Tambahan,,260.51,2020,3,26,2020,3,26,Gazette Plan: PW 5412. 
Pahang,Kuantan,Sungai Karang,1061,Balok,,25.45,2020,4,23,2020,4,23,Gazette Plan: PW 5332. 
Kelantan,Machang,Gading Galoh,644,Chabang Tongkat,,2.988,2020,6,4,2018,9,26,Gazette Plan: PW 1689. PT 1284
Kelantan,Pasir Puteh,Bukit Merbau,644,Chabang Tongkat,,43.55,2020,6,4,2018,9,26,Gazette Plan: PW 1689. PT 4859
Negeri Sembilan,Seremban,Lenggeng,270,Setul,,12.2,2020,8,13,2020,8,13,Gazette Plan: PW 5698. 
Negeri Sembilan,Seremban,Lenggeng,271,Petai,,28.344,2020,8,13,2020,8,13,Gazette Plan: PW 5695. 
Negeri Sembilan,Jelebu,Triang Ilir,314,X - NOT STATED,243.87,,2020,8,27,2020,8,27,"Gazette Plan: PW 5614. Forest reserve NOT STATED, but said to be a replacement for an excision. It's likely Pasoh because an identical area was excised from Pasoh on 9 Ma y2019."
Pahang,Bentong,Bentong,1807,Lentang Tambahan,125.5,,2020,9,24,2020,9,24,Gazette Plan: PW 5472. 
Pahang,Bentong,Bentong,1808,Bukit Tinggi,,125.5,2020,9,24,2020,9,24,Gazette Plan: PW 5471. 
Pahang,Lipis,Kechau,1942,Chuat Tambahan,198.6,,2020,10,8,2020,10,8,Gazette Plan: PW 5495. 
Perak,Manjung,Lumut,1807,Segari Melintang,,41,2020,10,8,2020,10,8,Gazette Plan: PW 2018. 
Pahang,Rompin,Keratong,1943,Bukit Ibam,,198.6,2020,10,8,2020,10,8,Gazette Plan: PA 289440. 
Kelantan,Gua Musang,Relai,1370,Relai,,1183.5,2020,10,8,2019,10,9,Gazette Plan: PW 269. 
Pahang,Lipis,Kechau,2356,Chuat Tambahan,59.63,,2020,11,5,2020,11,5,Gazette Plan: PW 5494. 
Pahang,Lipis,Batu Yon,2357,Ulu Jelai,,59.63,2020,11,5,2020,11,5,Gazette Plan: PA 291427. 
Pahang,Rompin,Keratong,2489,Bukit Ibam,,365.31,2020,11,19,2020,11,19,Gazette Plan: PW 5393. 
Pahang,Rompin,Keratong,2490,Bukit Ibam,,1214.31,2020,11,19,2020,11,19,Gazette Plan: PW 5367. 
Pahang,Kuantan,Kuala Kuantan,2487,Berkelah,,1214.319,2020,11,19,2020,11,19,Gazette Plan: PW 5368. 
Pahang,Rompin,Keratong,2488,Bukit Ibam,,8494.08,2020,11,19,2020,11,19,Gazette Plan: PW 5364. 
Perlis,Kuala Perlis,Kuala Perlis,105,Pulau Ketam Tambahan,0.4354,,2020,12,3,2020,12,3,Gazette Plan: PW 1506. 
Pahang,Kuantan,Kuala Kuantan,2648,Beserah,,0.0105,2020,12,3,2020,12,3,Gazette Plan: PA 290688. I renamed from Berserah to Beserah (most recent spelling)
Pahang,Bentong,Bentong,2647,Bukit Tinggi,,36.33,2020,12,3,2020,12,3,Gazette Plan: PW 5440. 
Perak,Hulu Perak,Kenering,2477,Kenderong,,2.41,2020,12,17,2020,12,17,Gazette Plan: PW 5074. 
Perak,Kinta,Sungai Raya,5,Bukit Kinta,,58.15,2021,1,7,2021,1,7,Gazette Plan: PA 167852. 
Pahang,Lipis,Kechau,88,Chuat Tambahan,1000,,2021,1,21,2021,1,21,"Gazette Plan: PW 5498. Gazette states ""1.000 hektar"" but I assume it's supposed to be 1,000 ha"
Kelantan,Lojing,Sigar,18,Lojing,,273.042,2021,1,21,2020,11,18,"Gazette Plan: PW 1731. PT 1018, 1019"
Perak,Hulu Perak,Kerunai,496,Kenderong,,245,2021,2,18,2021,2,18,Gazette Plan: PW 5152. 
Perak,Kuala Kangsar,Pulau Kamiri,497,Korbu,,408.73,2021,2,18,2021,2,18,Gazette Plan: PW 5238. 
Pahang,Kuantan,Ulu Lepar,517,Berkelah Tambahan,45.8,,2021,3,18,2021,3,18,Gazette Plan: PW 5485. 
Pahang,Kuantan,Ulu Lepar,517,Lepar Tambahan,81.7,,2021,3,18,2021,3,18,Gazette Plan: PW 5485. 
Pahang,Kuantan,Ulu Lepar,517,Bungor Tambahan,196,,2021,3,18,2021,3,18,Gazette Plan: PW 5485. 
Johor,Mersing,Tenggaroh,646,Tenggaroh,,82.89,2021,3,18,2021,3,18,Gazette Plan: PA 232822. PT 3543
Perak,Hulu Perak,Belukar Semang,680,Kenderong,245,,2021,4,1,2021,4,1,Gazette Plan: PW 5222. 
Pahang,Raub,Gali,620,Rotan Tunggal,40.47,,2021,4,1,2021,4,1,Gazette Plan: PW 5508. 
Pahang,Cameron Highlands,Ringlet,621,Ringlet,,330.3,2021,4,1,2021,4,1,Gazette Plan: PW 5515. 
Perlis,Kechor,Kechor,28,Bukit Besi Hangit,76.33,,2021,5,13,2021,5,13,Gazette Plan: PW 1300. 
Perlis,Chuping,Chuping,29,Bukit Jernih ,33.78,,2021,5,13,2021,5,13,Gazette Plan: PW 1301. 
Pahang,Jerantut,Tebing Tinggi,894,Jerantut Tambahan,553.4,,2021,5,13,2021,5,13,Gazette Plan: PW 5308. 
Kedah,Sik,Sik,456,Rimba Teloi,,95.08,2021,5,13,2016,1,6,Gazette Plan: PW 50536. 
Johor,Johor Bahru,Jelutong,1480,Sungei Pulai,,231.7,2021,5,13,2021,5,13,Gazette Plan: PA 245322. 
Pahang,Kuantan,Kuala Kuantan,1042,Bukit Kuantan,,202.3,2021,6,10,2021,6,10,Gazette Plan: PW 5553. 
Pahang,Rompin,Keratong,1052,Pukin Tambahan,32.77,,2021,6,24,2021,6,24,Gazette Plan: PW 5542. 
Pahang,Rompin,Keratong,1053,Bukit Ibam Tambahan,40.84,,2021,6,24,2021,6,24,Gazette Plan: PW 5543. 
Pahang,Pekan,Penyor,1054,Chini,,32.75,2021,6,24,2021,6,24,Gazette Plan: PA 294133. 
Pahang,Pekan,Penyor,1055,Chini,,40.63,2021,6,24,2021,6,24,Gazette Plan: PA 293887. 
Kelantan,Tanah Merah,Sokor,818,Sokor Taku,,223.2,2021,7,8,2019,10,23,Gazette Plan: PW 1734. 
Kelantan,Tanah Merah,Jedok,820,Jedok,,531.963,2021,7,8,2020,8,19,"Gazette Plan: PG 142, CP 1999. PT 5700, PT 5701, PT 3722 converted to Sultanate Land #821"
Kelantan,Gua Musang,Relai,819,Lebir,,716,2021,7,8,2020,6,3,Gazette Plan: PW 1721. 
Kelantan,Jeli,Lubok Bongor,829,Gunong Basor,,1235.076,2021,7,8,2021,2,24,Gazette Plan: PW 387. I renamed from Gunung Basur to Gunong Basor (more recent spelling)
Kelantan,Gua Musang,Relai,830,Relai,,1487.008,2021,7,8,2021,2,24,Gazette Plan: PW 269. 
Pahang,Pekan,Penyor,1232,Chini,6502.8,,2021,8,5,2021,8,5,Gazette Plan: PW 5559. 
Pahang,Kuantan,Sungai Karang,1233,Balok,,3151.29,2021,8,5,2021,8,5,Gazette Plan: PW 5558. 
Selangor,Hulu Langat,Semenyih,1814,Bukit Broga,63.88,,2021,8,12,2021,8,12,Gazette Plan: PW 3019. 
Selangor,Hulu Selangor,Buloh Telor,1813,Buloh Telor Timur,57.18,,2021,8,12,2021,8,12,Gazette Plan: PW 3020. 
Selangor,Hulu Selangor,Buloh Telor,1812,Buloh Telor Barat,149.96,,2021,8,12,2021,8,12,Gazette Plan: PW 3020. 
Selangor,Sabak Bernam,Sungai Panjang,1811,Sungai Panjang,308.62,,2021,8,12,2021,8,12,Gazette Plan: PW 3021. 
Pahang,Kuantan,Sungai Karang,1325,Pantai Chendor,25.258,,2021,8,12,2021,8,12,Gazette Plan: PW 5372. 
Pahang,Cameron Highlands,Ulu Telom,1326,Sungai Ichat,121.4,,2021,8,12,2021,8,12,Gazette Plan: PW 5506. 
Selangor,Kuala Langat,Tanjong Duabelas,1810,Kuala Langat Utara,,536.7,2021,8,12,2021,8,12,Gazette Plan: PW 3018. 
Pahang,Kuantan,Sungai Karang,1355,Pantai Chendor,25.258,,2021,8,19,2021,8,19,Gazette Plan: PW 5372. 
Pahang,Ulu Telom,Cameron Highlands,1356,Sungai Ichat,121.4,,2021,8,19,2021,8,19,Gazette Plan: PW 5506. 
Negeri Sembilan,Kenaboi,Jelebu,616,Kenaboi,,1,2021,9,15,2021,9,15,Gazette Plan: GP 5835. 
Perak,Bagan Tiang,Kerian,1730,Kuala Bagan Tiang,16.187,,2021,9,16,2021,9,16,Gazette Plan: PW 5242. 
Perak,Manjung,Pengkalan Baharu,1731,Sungai Batu,51.992,,2021,9,16,2021,9,16,Gazette Plan: PW 5254. 
Kuala Lumpur,Kuala Lumpur,Petaling,495,Sungai Besi,23.306,,2021,10,8,2021,10,8,Gazette Plan: PW 1016. 
Kuala Lumpur,Kuala Lumpur,Cheras,494,Bukit Sungei Puteh (Kuala Lumpur),,7.481,2021,10,8,2021,10,8,"Gazette Plan: PA 1108588. Forest reserve was originally gazetted in Selangor, 1933"
Pahang,Sabai,Bentong,1615,Lentang Tambahan,173.8,,2021,10,14,2021,10,14,Gazette Plan: PW 5480. 
Pahang,Bentong,Bentong,1615,Lentang Tambahan,29.74,,2021,10,14,2021,10,14,Gazette Plan: PW 5481. 
Kedah,Pulai,Baling,859,Gunung Inas,,15.07,2021,10,14,2014,12,10,Gazette Plan: PW 50564. 
Pahang,Bentong,Bentong,1616,Bukit Tinggi,,202.2,2021,10,14,2021,10,14,Gazette Plan: PW 5479. 
Johor,Johor Bahru,Tanjung Kupang,3137,Sungei Pulai,,56.71,2021,11,11,2021,11,11,Gazette Plan: PA 245318. 
Perak,Senggang,Kuala Kangsar,2068,Bubu,,404.6,2021,11,18,2021,11,18,Gazette Plan: PW 5253. 
Pahang,Ulu Telom,Cameron Highlands,1903,Sungai Ikan,7.085,,2021,11,25,2021,11,25,Gazette Plan: PW 5570. 
Perak,Kinta,Sungai Raya,2214,Kinta Tambahan,40.715,,2021,12,9,2021,12,9,Gazette Plan: PW 5245. 
Kelantan,Gua Musang,Relai,1385,Lebir,,716,2021,12,16,2020,6,3,Gazette Plan: PW 1721. 
Perlis,Titi Tinggi,Titi Tinggi,91,Wang Mu,,2895,2021,12,16,2021,12,16,Gazette Plan: PW 1284. Revoked the gazettement in 1997
Perak,Manjung,Lumut,2429,Pangkor Utara,,1.584,2021,12,23,2021,12,23,Gazette Plan: PW 5423. 
Pahang,Lipis,Batu Yon,1,Persit,649.27,,2022,1,6,2022,1,6,Gazette Plan: PW 5580. 
Pahang,Rompin,Endau,146,Lesung Tambahan,150,,2022,1,27,2022,1,27,Gazette Plan: PW 5572. Reserve renamed from Lesong Tambahan to Lesung (most recent spelling)
Pahang,Rompin,Keratong,148,Ibam Tambahan,,150,2022,1,27,2022,1,27,Gazette Plan: PA 293329. 
Perak,Hulu Perak,Lenggong,519,Piah,,123.5,2022,2,3,2022,2,3,Gazette Plan: PW 3852. 
Kedah,Langkawi,Ulu Melaka,244,Gunung Raya,,0.8305,2022,2,17,2019,12,11,Gazette Plan: PT 2513. 
Johor,Kulai,Sedenak,838,Sedenak,,46.66,2022,2,24,2022,2,24,Gazette Plan: PW 50170. 
Perak,Manjung,"Lumut, Pengkalan Baharu",997,Changkat Keruing,34.64,,2022,3,17,2022,3,17,Gazette Plan: PW 5251. 
Pahang,Lipis,Kechau,627,Chuat Tambahan,1.002,,2022,3,31,2022,3,31,Gazette Plan: PW 5505. 
Pahang,Lipis,Ulu Jelai,629,Ulu Jelai,,1,2022,3,31,2022,3,31,Gazette Plan: PW 5564. 
Pahang,Lipis,Ulu Jelai,630,Ulu Jelai,,1.0074,2022,3,31,2022,3,31,Gazette Plan: PA 292603. 
Terengganu,Dungun,Jerangau,468,Besul,,37.94,2022,4,7,2021,12,1,Gazette Plan: PW 1103. 
Kedah,Kuala Muda,Bukit Meriam,452,Merbok Tambahan,323.27,,2022,4,14,2022,4,14,Gazette Plan: PW 50800. 
Kedah,Sik,Sok,454,Rimba Teloi,590.5,,2022,4,14,2022,4,14,Gazette Plan: PW 50801. 
Kedah,Langkawi,Langkawi,457,Pulau Dayang Bunting Tambahan,4.19,,2022,4,14,2022,4,14,Gazette Plan: PW 50802. 
Kedah,Yan,Yan,455,Pulau Songsong,22.3,,2022,4,14,2022,4,14,Gazette Plan: PW 50803. 
Kedah,Yan,Yan,458,Pulau Bidan,33.85,,2022,4,14,2022,4,14,Gazette Plan: PW 50804. 
Kedah,Sik,Jeneri,453,Terenas Tambahan,1134.53,,2022,4,14,2022,4,14,Gazette Plan: PW 50805. 
Kedah,Kubang Pasu,Jerlun,456,Jerlun,185.74,,2022,4,14,2022,4,14,Gazette Plan: PW 50806. 
Pahang,Cameron Highlands,Ulu Tenom,871,Sungai Telom,91.598,,2022,4,28,2022,4,28,"Gazette Plan: PW 5585,5586,5587,5595. "
Pahang,Cameron Highlands,Ulu Tenom,869,Sungai Lemoi,0.233,,2022,4,28,2022,4,28,Gazette Plan: PW 5588. 
Pahang,Cameron Highlands,Tanah Rata,870,Bertam,127.55,,2022,4,28,2022,4,28,Gazette Plan: PW 5589-5594. 
Johor,Mersing,Semborong,1589,Semberong Tambahan,,111,2022,4,28,2022,4,28,Gazette Plan: PA 243701. 
Selangor,Petaling,Bukit Raja,1645,Bukit Cherakah,,406.22,2022,5,5,2000,11,20,Gazette Plan: PW 1443. 
Perak,Bagan Datuk,Bagan Datuk,1754,Bakau Sungai Nipah,146.27,,2022,5,26,2022,5,26,Gazette Plan: PW 5326. 
Perak,"Larut, Matang, dan Selama",Tupai,1753,Bukit Larut,296.86,,2022,5,26,2022,5,26,"Gazette Plan: PW 5330. Daerah changed to Larut, Matang dan Selama (more recent designation)"
Perak,Manjung,Lumut,1752,Teluk Nipah,17.19,,2022,5,26,2022,5,26,Gazette Plan: PW 5333. 
Pahang,Cameron Highlands,Ulu Telom,1101,Sungai Telom,91.598,,2022,5,26,2022,5,26,Gazette Plan: PW 5585-5595. 
